reviewTime,unixReviewTime,reviewerID,image,asin,reviewText,style,overall,summary,reviewerName,vote,verified
"04 28, 2016",1461801600,A2D82X4PSEPZWD,,B000JOOR7O,Their holding up and look Hardy to play hard. Good fit and seller.  Thank you.,"{'Size:': "" Men's 6.5, Women's 8 Medium"", 'Color:': ' Black/Black'}",5,Good fit and seller,Jack,,TRUE
"04 27, 2016",1461715200,A16W3HN11HFFU,,B000JOOR7O,"a good pair of shoes,good to were all day!!","{'Size:': ' 8 US Men / 9.5 US Women', 'Color:': '  CHECKBOARD BLACK BLACK'}",4,Four Stars,Rick,,TRUE
"04 27, 2016",1461715200,A3HJPV7TLMG78Z,,B000JOOR7O,Love the shoe! However wearing them 3 times they are following part. Very disappointed,"{'Size:': ' 7.5 B(M) US Women / 6 D(M) US Men', 'Color:': '  CHECKBOARD BLACK BLACK'}",1,Disappointing,Amazon Customer,,TRUE
"04 26, 2016",1461628800,A24RJRCKBAGTFN,,B000JOOR7O,"I ordered a regular size (as opposed to narrow or wide) and figured i would be okay, because I have very narrow feet, but I like some room in the tow box. The pair I received were INCREDIBLY difficult to get on because they were so narrow. I do not know that any amount of stretching these out will make them comfortable, and I'm super bummed about it.","{'Size:': ' 9 B(M) US Women / 7.5 D(M) US Men', 'Color:': ' Black/Black'}",2,Yikes! wayyy too narrow!,Ayawsihaa,,TRUE
"04 25, 2016",1461542400,A119MC5QP9UAAE,,B000JOOR7O,So comfortable. Didn't need to break in at all. Love my new vans!,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Bronze'}",5,Five Stars,laurenmack1129,,TRUE
"04 25, 2016",1461542400,A3PEKXA18R58HY,,B000JOOR7O,This is the best tennis shoe for comfort.  I love Vans shoes.  I intend on purchasing many more of these in different colors.,"{'Size:': ' 7.5 B(M) US Women / 6 D(M) US Men', 'Color:': ' (Vintage Aloha)black/True White'}",5,This is the best tennis shoe for comfort,debra f.,,TRUE
"04 25, 2016",1461542400,A3UG90LH20JDIO,,B000JOOR7O,Received quickly. Just what he wanted.,"{'Size:': ' 12.5 B(M) US Women / 11 D(M) US Men', 'Color:': ' Black Pewter Checkerboard'}",5,Five Stars,DC,,TRUE
"04 23, 2016",1461369600,A1FU60N7F04GFN,,B000JOOR7O,"Perfect fit, perfect color. Love 'em!","{'Size:': "" Men's 8.5, Women's 10 Medium"", 'Color:': ' Charcoal (Canvas)'}",5,Perfect,H. Ahlin,,TRUE
"04 22, 2016",1461283200,A4XLJG1UMBGEL,,B000JOOR7O,"Let me start by saying that I wear Authentics and/or Eras almost daily. I haven't had slip ons since I wore the checkered black and whites as a kid. Holy crap, the slip ons do not fit like either of the aforementioned shoes that I normally wear. I couldn't even get my feet into these. I can't give Vans a bad review, but I will say that these fit much smaller than other models.","{'Size:': ' 12.5 B(M) US Women / 11 D(M) US Men ', 'Color:': ' Black/Black'}",4,Too small for my fat feet,Barry,,TRUE
"04 22, 2016",1461283200,A1WA3S2QZ30CEM,,B000JOOR7O,Perfect fit! Love these shoes!,"{'Size:': ' 10.5 US Men / 12 US Women', 'Color:': ' Black/Pewter Checkerboard'}",5,Five Stars,Rod Staats,,TRUE
"04 21, 2016",1461196800,A3M82Y8L7SQIRB,,B000JOOR7O,"The quality seems cheap for a van's product .  If you're a female and looking for something not too bulky then don't get these, because they are.  The color is creme not white.  I do like the color, however.","{'Size:': "" Men's 5, Women's 6.5 Medium"", 'Color:': ' White (Canvas)'}",3,I do like the color,Annie Le,,TRUE
"04 19, 2016",1461024000,A24XR32A60FVVW,,B000JOOR7O,i bought the wrong size. apparently i am an 11 in vans.,"{'Size:': "" Men's 10, Women's 11.5 Medium"", 'Color:': ' Black/Black (Canvas)'}",5,Five Stars,craig,,TRUE
"04 19, 2016",1461024000,AG08SJC4G3PY,,B000JOOR7O,The shoes are fine but I ordered a men's size 10 and a women's size 10 arrived instead.,"{'Size:': "" Men's 8.5, Women's 10 Medium"", 'Color:': ' Charcoal (Canvas)'}",1,"Great Shoes, Wrong Size",Math Girl,,TRUE
"04 19, 2016",1461024000,A1Y65T10EGLB9,,B000JOOR7O,"It was a gift for my granddaughter but I ordered the wrong size.
She was so happy with this gift....!!!!!","{'Size:': ' 36-37 M EU / 6.5 B(M) US Women / 5 D(M) US Men', 'Color:': ' Black/Black'}",5,She was so happy with this gift,Chapos02,,TRUE
"04 19, 2016",1461024000,A1COZQF6E92393,,B000JOOR7O,Perfect.,"{'Size:': ' 13.5 B(M) US Women / 12 D(M) US Men', 'Color:': ' Navy'}",5,Five Stars,Amazon Customer,,TRUE
"04 19, 2016",1461024000,A35AS2HLQI0MRP,,B000JOOR7O,"These always run a touch snug, so I know to always get them a half size bigger than most of my other shoes. Even then, a little snug, but after a few wears, they stretch to perfect fit.","{'Size:': ' 11.0 Men/ 12.5 Women', 'Color:': ' Charcoal'}",5,I recommend a half size up,william wiersma,,TRUE
"04 19, 2016",1461024000,A26J21THBAMKAE,,B000JOOR7O,"I am totally satisfied with this shoe, it is quite comfortable.  I would recommend to anyone.  The transaction was quite painless and service was impeccable.","{'Size:': ' 16.5 B(M) US Women / 15 D(M) US Men', 'Color:': ' True White'}",5,SATISFIED,Jerry Fleming,,TRUE
"04 19, 2016",1461024000,AWOVVQV8G7TM8,,B000JOOR7O,They are Van's.,"{'Size:': "" Men's 8.5, Women's 10 Medium"", 'Color:': ' Charcoal (Canvas)'}",5,Five Stars,Matthew Dawson,,TRUE
"04 18, 2016",1460937600,A2XYEEP1D3GA52,,B000JOOR7O,These are well constructed and look great.,"{'Size:': ' 9 US Men / 10.5 US Women', 'Color:': ' Charcoal'}",4,Great Shoes,Lemony Reader,,TRUE
"04 18, 2016",1460937600,A31J0J1RNGEMLL,,B000JOOR7O,Very comfy,"{'Size:': ' 6 D(M) US', 'Color:': ' Grey'}",4,Four Stars,Eiko,,TRUE
"04 18, 2016",1460937600,A1WWUBTEHQSRGD,,B000JOOR7O,Son loves them,"{'Size:': ' 13.5 B(M) US Women / 12 D(M) US Men', 'Color:': ' CHECKBOARD BLACK BLACK'}",5,Five Stars,Jo H.,,TRUE
"04 18, 2016",1460937600,AJB9TGSG4NMIA,,B000JOOR7O,"The look, comfort, and quality are all there. Love Vans.","{'Size:': ' 13.5 B(M) US Women / 12 D(M) US Men', 'Color:': ' Navy'}",5,Usual High Quality,J,,TRUE
"04 18, 2016",1460937600,A21IFU9NGO541B,,B000JOOR7O,"Graphics are real cool, i got a lot of compliments.","{'Size:': ' 11 D(M) US', 'Color:': ' Vintage Aloha'}",4,Island Fever Vans,Biglou77,,TRUE
"04 18, 2016",1460937600,ADFQCM4R5AWKX,,B000JOOR7O,Love them!,"{'Size:': "" Men's 5, Women's 6.5 Medium"", 'Color:': ' True White (Canvas)'}",5,Awesome!,Debra Block,,TRUE
"04 18, 2016",1460937600,A14RI643SRLVW4,,B000JOOR7O,"Great fit and very comfortable.  I wore them all day at work without any aches.  They were a little snug on top when initially getting them on, but got easier to put on with every wear.","{'Size:': ' 5.5 US Men / 7 US Women', 'Color:': ' CHECKBOARD BLACK BLACK'}",5,Cute and comfortable!,CNS,,TRUE
"04 18, 2016",1460937600,ADO8UIIKK9NZB,,B000JOOR7O,"Vans are classics. I love these shoes and have for a very long time. I started wearing them in middle school and have been wearing them ever since, I'm 49 now.","{'Size:': ' 12 US Men', 'Color:': ' Black/Formula One Red Check'}",5,vans are awesome,Patrick Belville,,TRUE
"04 16, 2016",1460764800,A2I8525EWQQRL3,,B000JOOR7O,Took a while to break in but I love them,"{'Size:': ' 4.5 US Men / 6 US Women', 'Color:': ' Charcoal'}",5,Five Stars,stormy hargis,,TRUE
"04 15, 2016",1460678400,A2U7KMSAHV1PIC,,B000JOOR7O,Fit pretty good. Awesome shoes.,"{'Size:': "" Men's 9, Women's 10.5 Medium"", 'Color:': ' Black/Black (Canvas)'}",5,Five Stars,Amazon Customer,,TRUE
"04 13, 2016",1460505600,A8R2RP2ENCXN1,,B000JOOR7O,Comfy and great to wear with anything!,"{'Size:': "" Men's 9, Women's 10.5 Medium"", 'Color:': ' Black/Black (Canvas)'}",4,Four Stars,Taylor Parkinson,,TRUE
"04 11, 2016",1460332800,A3A5BZZG1QOF6W,,B000JOOR7O,Awesome! My son loves them.,"{'Size:': ' 7 US Men / 8.5 US Women', 'Color:': ' CHECKBOARD BLACK BLACK'}",4,Classic.,Sophia,,TRUE
"04 11, 2016",1460332800,A3A043HT8HLL0Z,,B000JOOR7O,"Two thumbs up from my husband.  He will wear a pair until they are slap worn out, then get a new pair to start again.","{'Size:': ' 10.5 US Men / 12 US Women', 'Color:': ' Charcoal'}",5,Always just right!,J. Wesson,,TRUE
"04 11, 2016",1460332800,ACMU35NLL17U5,,B000JOOR7O,love these,"{'Size:': "" Men's 8.5, Women's 10 Medium"", 'Color:': ' Black/Black'}",5,Five Stars,toby2002,,TRUE
"04 7, 2016",1459987200,A8OECFZA7B7EX,,B000JOOR7O,"Great look, fit perfectly","{'Size:': ' 13 B(M) US Women / 11.5 D(M) US Men', 'Color:': ' Black/Pewter/Checkerboard'}",5,Dig em vans,JOE CANTU,,TRUE
"04 7, 2016",1459987200,A1RQTSS9BP34KS,,B000JOOR7O,I'v been wearing these shoes for years. I just ordered them for the fist time from Amazon. They are as exactly as I expected. I don't know how to answer the arch support question as that is up to the individual. The work great for me and they are awesome to wear while flying as they make taking shoes off and on in a hurry a breeze.,"{'Size:': ' 12.5 B(M) US Women / 11 D(M) US Men', 'Color:': ' Black Pewter Checkerboard'}",5,Vans fan for 30+ years,The Carl,,TRUE
"04 7, 2016",1459987200,A2QY4O5VQ3P6S9,,B000JOOR7O,My son loves these. They look fabulous.,"{'Size:': "" Men's 10, Women's 11.5 Medium"", 'Color:': ' Black/Black (Canvas)'}",4,Four Stars,Tash from Oz,,TRUE
"04 6, 2016",1459900800,A1W1VFR81I0543,,B000JOOR7O,"For the last 2 years, I have only purchased Vans slip-ons for my work shoes. I wear them all day and evening.  I work for 11 hours a day and they are very comfortable.  I used to be fat and it was hard to tie my shoes, now I'm skinny and just lazy, I love these sneakers, they last 9-12 months and I'm not sure if I'll ever change from these.","{'Size:': ' 8.5 US Men / 10 US Women', 'Color:': ' CHECKBOARD BLACK BLACK'}",5,Best slip-ons ever.,CBLV,,TRUE
"04 6, 2016",1459900800,A1YBL5XGD46IJI,,B000JOOR7O,"These Vans are men's sizes and they run very large and very wide. I had to return them. No half sizes and the '6' the supposed equivalent of a woman's '8', fit like a size 9.","{'Size:': ' 7.5 M US Women / 6 M US Men', 'Color:': ' Bronze'}",3,Runs very wide and large,Littlewing,,TRUE
"04 6, 2016",1459900800,A29XUYXPHVKQP7,,B000JOOR7O,My son put them out out of the box and has been wearing almost every day. Loves them.,"{'Size:': "" Men's 5.5, Women's 7 Medium"", 'Color:': ' Black/Black'}",5,Five Stars,Richard Johnson,,TRUE
"04 6, 2016",1459900800,A142BAMP7PZG7E,,B000JOOR7O,Very good,"{'Size:': ' 13 B(M) US Women / 11.5 D(M) US Men', 'Color:': ' Black/Pewter/Checkerboard'}",5,Five Stars,Martin Polo,,TRUE
"04 5, 2016",1459814400,A1EB0Y2BLJZ9OQ,,B000JOOR7O,"My wife asked for these shoes for her birthday... and being an obedient husband, I immediately bought them and put them away for her until her birthday arrived.  She was delighted that I got her just what she wanted, but the women's size 6.5 that she normally wears is a bit tight and she asked if I could exchange them for a size 7.  Unfortunately, it was just past the 30 days return policy.  Now she has a pair of shoes too small for her and it seems like there is nothing that I can do.  The shoes are unworn (other than just trying them on for size) and in the original packaging... I'm wondering if Amazon would be willing to make an exchange for the women's size 7 red checkerboard Vans Unisex Slip On Skate Shoes.
Please advise..
Thank you,
Curtis Barth","{'Size:': ' 5 US Men / 6.5 US Women', 'Color:': ' Black/Formula One Red Check'}",2,Shoe size smaller than normal,Curtis Barth,,FALSE
"04 4, 2016",1459728000,A3GND0NTULB5OI,,B000JOOR7O,Great slip on casual.,"{'Size:': ' 10 US Men / 11.5 US Women', 'Color:': ' Charcoal'}",5,"Not a ""free candy"" kind of Van!",Blaine D.,,TRUE
"04 4, 2016",1459728000,A1KOFUFR2C0PD8,,B000JOOR7O,These are the only shoes I buy,"{'Size:': ' 13 D(M) US', 'Color:': ' Black/Black'}",5,Five Stars,michele lintner,,TRUE
"04 3, 2016",1459641600,A1IJKXAFWK7K31,,B000JOOR7O,"Always love these shoes, just takes a bit to break in and not get blasters on the back lol","{'Size:': ' 8 B(M) US Women / 6.5 D(M) US Men', 'Color:': ' Black/Black'}",5,Five Stars,Raven,,TRUE
"04 3, 2016",1459641600,ARHSLI6YXCBXU,,B000JOOR7O,"A pair of classic black Vans. What do you really want me to say here? Good shoes are good, 10/10 would buy again.","{'Size:': "" Men's 10, Women's 11.5 Medium"", 'Color:': ' Black/Black (Canvas)'}",5,inb4 damn Daniel,Vulgaris Magistralus,,TRUE
"04 1, 2016",1459468800,A2MI8SMHR4TQDH,,B000JOOR7O,"Flat shoes, so no arch support what so ever, but you cannot go wrong with the vans slip ons.","{'Size:': "" Men's 9, Women's 10.5 Medium"", 'Color:': ' (Checkerboard) Black/Black'}",5,Amazing Grace,JJA,,TRUE
"03 31, 2016",1459382400,A3FSFDZAD80HX8,,B000JOOR7O,Love these!!,"{'Size:': ' 6.5 US Men / 8 US Women', 'Color:': ' Charcoal'}",5,Five Stars,Nicole Harmelink,,TRUE
"03 30, 2016",1459296000,A2SF2UBTKLJLE2,,B000JOOR7O,less than expected. ( shoe quality),"{'Size:': ' 12 Men/11.0 women', 'Color:': ' Black/Black'}",3,Three Stars,William,,TRUE
"03 30, 2016",1459296000,AACA78TC100KY,,B000JOOR7O,Love,"{'Size:': "" Men's 16 Medium"", 'Color:': ' Navy (Canvas)'}",4,Four Stars,Connie Blenden,,TRUE
"03 30, 2016",1459296000,A24O3CGUW2GTBN,,B000JOOR7O,"Really great quality. No tears or loose strings. Reliable buy.

Same expectations as other Vans shoes. Really liked the checkered design, matched nicely with black jeans. Package arrived in a timely matter and had no damage/flaws to the shoe.","{'Size:': ' 14.5 B(M) US Women / 13 D(M) US Men', 'Color:': ' Black Pewter Checkerboard'}",4,Four Stars,Jared Robinson,,TRUE
"03 30, 2016",1459296000,ADEG78HQOHNOY,,B000JOOR7O,my son wears these all day and loves them,"{'Size:': ' 9.5 US Men / 11 US Women', 'Color:': ' Charcoal'}",5,Five Stars,louis,,TRUE
"03 29, 2016",1459209600,AT45SPYGWBC3G,,B000JOOR7O,I love these shoes and you cant beat the price!,"{'Size:': "" Men's 3.5, Women's 5 Medium"", 'Color:': ' Black/Black (Canvas)'}",5,Five Stars,Caralee,,TRUE
"03 29, 2016",1459209600,A3D2ARJD55ZSTJ,,B000JOOR7O,"Vans fit as well as expected for Vans.  They run a tad small, and have minimal arch support","{'Size:': ' 7.5 US Men / 9 US Women', 'Color:': ' True White'}",3,"good shoes, run a tad small",Kimshopper,,TRUE
"03 28, 2016",1459123200,A3RUJ4GV0DCG7B,,B000JOOR7O,"Great, just great","{'Size:': ' 14.5 B(M) US Women / 13 D(M) US Men', 'Color:': ' Black/Black'}",5,Five Stars,Amazon Customer,,TRUE
"03 28, 2016",1459123200,AMS37UW1NCVW5,,B000JOOR7O,Great shoe,"{'Size:': "" Men's 9, Women's 10.5 Medium"", 'Color:': ' Black/Black (Canvas)'}",4,Four Stars,Amazon Customer,,TRUE
"03 28, 2016",1459123200,ALN8RTO5DBZE8,,B000JOOR7O,Great shoes! Love 'em,"{'Size:': ' 7 US Men / 8.5 US Women', 'Color:': ' Charcoal'}",5,They're Vans; got exactly what I expected,Amazon Customer,,TRUE
"03 27, 2016",1459036800,A3UCKOZTDWWX1H,,B000JOOR7O,"As with all Vans, and all shoes for that matter, they're a little stiff when you first get them and the heal of the shoe kind of gives you a blister. But they're stylish and comfortable once you wear them for a while. I've had all of my other pairs of Vans for 5+ years, so they are definitely quality!","{'Size:': ' 7.5 Men/ 9.0 Women', 'Color:': ' Charcoal'}",5,Quality shoes!,lauren,,TRUE
"03 27, 2016",1459036800,A2N6JYXJJTFTBC,,B000JOOR7O,LOVE THEM,"{'Size:': ' 8 US Men / 9.5 US Women', 'Color:': ' True White'}",5,Very happy,Amanda Jennings,,TRUE
"03 27, 2016",1459036800,AWZGFWQTZRNK7,,B000JOOR7O,So comfortable. I love these shoes ,"{'Size:': ' 4.5 US Men / 6 US Women', 'Color:': '  CHECKBOARD BLACK BLACK'}",5,Five Stars,Kitty meow meow,,TRUE
"03 27, 2016",1459036800,A3IRNP9EHCOHBB,,B000JOOR7O,"I love these shoes, they are probably my 5th pair of vans slip ones, but for some reason my usual size is too small. I'm going to order a 1/2 size larger next time. ( i think its because i like to wear thick sox..)","{'Size:': ' 9 B(M) US Women / 7.5 D(M) US Men', 'Color:': ' Cantaloupe'}",4,I love these shoes,Leah Rich,,TRUE
"03 25, 2016",1458864000,A1VQQB1HL0XXQN,,B000JOOR7O,Damn Daniel back at it with the white vans damn Daniel,"{'Size:': ' 7 US Men / 8.5 US Women', 'Color:': ' True White'}",5,Five Stars,jc,6,FALSE
"03 24, 2016",1458777600,A3D80NEQD0GJXQ,,B000JOOR7O,Great shoe for a sleek look.,"{'Size:': ' mens 8 / womens 9.5', 'Color:': ' Black'}",5,Great shoe,Wes,,TRUE
"03 23, 2016",1458691200,A27VQ4KPN055UJ,,B000JOOR7O,Ok,"{'Size:': "" Men's 8.5, Women's 10 Medium"", 'Color:': ' Black/Black'}",3,Three Stars,Amazon Customer,,TRUE
"03 23, 2016",1458691200,A1MS1W0JUDWBQ,,B000JOOR7O,Excellent seller! Sent me the size I needed with no problem. Love my Vans!,"{'Size:': ' 7.5 US Men / 9 US Women', 'Color:': ' True White'}",5,Five Stars,LISA BERENT,,TRUE
"03 22, 2016",1458604800,A9GJZM21L7L4O,,B000JOOR7O,Fits well. I like the slip-on mode.,,4,I like the slip-on mode,Patrick D Starrett,,TRUE
"03 21, 2016",1458518400,A3U78YTST16S2L,,B000JOOR7O,Look and feel great!,"{'Size:': ' 13.5 B(M) US Women / 12 D(M) US Men', 'Color:': ' Charcoal'}",5,Five Stars,Kim Babcock,,TRUE
"03 21, 2016",1458518400,A2RIVI7BT9J550,,B000JOOR7O,Back at it again,"{'Size:': ' 9.5 US Men / 11 US Women', 'Color:': ' True White'}",5,Damn Daniel,Amazon Customer,,TRUE
"03 20, 2016",1458432000,A28C950NZEIODM,,B000JOOR7O,My second pair.  Love them.,"{'Size:': ' 15.5 B(M) US Women / 14 D(M) US Men', 'Color:': ' Black/Pewter/Checkerboard'}",4,Love them.,BrightonFun1,,TRUE
"03 18, 2016",1458259200,ARAOE7HDC71S9,,B000JOOR7O,"i'm not sure i'm cool enough to wear these in public.  comfortable, convenient and classic.","{'Size:': ' 11.0 Men/ 12.5 Women', 'Color:': ' Charcoal'}",4,Four Stars,Samir,,TRUE
"03 18, 2016",1458259200,A3LG4BB5UE34TH,,B000JOOR7O,Damn!!Daniel!!,"{'Size:': ' 7 US Men / 8.5 US Women', 'Color:': ' True White'}",5,Damn!! Daniel!!,jordan,,FALSE
"03 17, 2016",1458172800,A32GYIXH1DZ6IN,,B000JOOR7O,Perfect,"{'Size:': ' 8 B(M) US Women / 6.5 D(M) US Men', 'Color:': ' Black/Black'}",5,Five Stars,Amazon Customer,,TRUE
"03 14, 2016",1457913600,A1YFN8BAD3ER8B,,B000JOOR7O,"The Shoes itself is simple yet pretty, however, the shoes doesn't fit in my feet. But I bought a size 6 shoes of vans a month ago, and it really fits well how come this one came and disappoint me with a too narrow width.","{'Size:': "" Men's 4.5, Women's 6 Medium"", 'Color:': ' True White (Canvas)'}",2,Too Narrow for a size 6,Amazon Customer,,FALSE
"03 14, 2016",1457913600,A1SQN6ECZPOTUD,,B000JOOR7O,Awesome shoes! Thank you ,"{'Size:': ' 7.5 US Men / 9 US Women', 'Color:': ' True White'}",5,Five Stars,JILL,,TRUE
"03 14, 2016",1457913600,A3LITU3D0M6QT2,,B000JOOR7O,I like this very much.  Comfy and they go with everything.  They did rub the back of my foot after a very long day of walking.  However the more I break them in the better.  I would get another pair.,"{'Size:': ' 6 US Men / 7.5 US Women', 'Color:': ' Charcoal'}",4,I like this very much,Daniela Q.,,TRUE
"03 13, 2016",1457827200,A2KIL0C4X6VNG4,,B000JOOR7O,Cool and confortable!,"{'Size:': ' 9.5 US Men / 11 US Women', 'Color:': ' Black/Pewter Checkerboard'}",5,Five Stars,Uildo,,TRUE
"03 13, 2016",1457827200,A3LNREL6ZERWFO,,B000JOOR7O,Awesome,"{'Size:': ' 8 B(M) US Women / 6.5 D(M) US Men', 'Color:': ' Black/Black'}",5,Five Stars,Stefani,,TRUE
"03 13, 2016",1457827200,A2LSP3OUOQ6YME,,B000JOOR7O,Good price and fast delivery,"{'Size:': ' 11 D(M) US', 'Color:': ' Gray'}",4,Love em,Amazon Customer,,TRUE
"03 13, 2016",1457827200,A247C9MVXINUS4,,B000JOOR7O,Very good.,"{'Size:': ' 10 US Men / 11.5 US Women', 'Color:': '  CHECKBOARD BLACK BLACK'}",5,Five Stars,Amazon Customer,,TRUE
"03 12, 2016",1457740800,A3RGJYJGRMT5GU,,B000JOOR7O,Great,"{'Size:': ' 6 B(M) US Women / 4.5 D(M) US Men', 'Color:': ' Navy'}",5,Five Stars,Tracy Younker,,TRUE
"03 12, 2016",1457740800,A11YIJHWN5XK6C,,B000JOOR7O,"Much too small. Couldn't get my feet in.  Return.  Wish they had fit, love slip one and the vans company, but for some reason these just didn't work.","{'Size:': ' 9 US Men / 10.5 US Women', 'Color:': ' Charcoal'}",1,Too small :(,Isaac Stroe,,TRUE
"03 11, 2016",1457654400,A2IZW5GEC1WREX,,B000JOOR7O,I love these classic vans slip-ons. That are very comfortable and the black color goes with everything. I have purchased many pairs of these and when these get old I will buy them again. Love em!!!!,"{'Size:': ' 7 B(M) US Women / 5.5 D(M) US Men', 'Color:': ' Black/Black'}",5,Must have shoes!,Addicct,,TRUE
"03 10, 2016",1457568000,A1NXB7GH4VL57X,,B000JOOR7O,I wasn't sure if I would like the style of the slip on Vans but I really like them.,"{'Size:': ' 9 B(M) US Women / 7.5 D(M) US Men', 'Color:': ' Black/Black'}",5,I wasn't sure if I would like the style of the slip on Vans but I ...,Molly Collins,,TRUE
"03 10, 2016",1457568000,A13TE3PV53LLGG,,B000JOOR7O,My Husband loves these shoes! I will Definitely be buying him more!,"{'Size:': ' 12.5 B(M) US Women / 11 D(M) US Men', 'Color:': ' Black Pewter Checkerboard'}",5,Vans,kimberlee,,TRUE
"03 9, 2016",1457481600,A30XVFAVMS19DD,,B000JOOR7O,1st pair of shoes I've purchased online..I was nervous of them not fitting but luckily they came way faster then expected and they fit perfectly. I love them! (I wear  7.5-8 in womens and got the 6.5 in mens),"{'Size:': "" Men's 6.5, Women's 8 Medium"", 'Color:': ' Black/Black'}",5,,Sarah,,TRUE
"03 9, 2016",1457481600,A2MMBHFKUORBVM,,B000JOOR7O,My son lives in these shoes,"{'Size:': ' 5 US Men / 6.5 US Women', 'Color:': ' CHECKBOARD BLACK BLACK'}",5,Five Stars,Baseball Momma,,TRUE
"03 7, 2016",1457308800,A1G9N7AJHUWETY,,B000JOOR7O,nice shoes !,"{'Size:': ' 12.5 B(M) US Women / 11 D(M) US Men ', 'Color:': ' Black/Black'}",4,Four Stars,Amazon Customer,,TRUE
"03 7, 2016",1457308800,A31BFMVJYMYVWK,,B000JOOR7O,These shoes were great and my son loved them. They fit just as expected.,"{'Size:': ' 15.5 B(M) US Women / 14 D(M) US Men', 'Color:': ' Black Black'}",5,Five Stars,Jade Manning,,TRUE
"03 7, 2016",1457308800,AKYQ4L9TDEZ4M,,B000JOOR7O,Very comfortable.,,5,Five Stars,rachelt816,,TRUE
"03 7, 2016",1457308800,A3SV40RTYDRFK3,,B000JOOR7O,Feel good,"{'Size:': ' mens 10 / womens 11.5', 'Color:': ' Navy'}",5,Five Stars,Amazon Customer,,TRUE
"03 7, 2016",1457308800,A2Q8YX7L7ZTHQ1,,B000JOOR7O,"Really nice shoes , they look better then I expected","{'Size:': ' 9 D(M) US', 'Color:': ' Vintage Aloha'}",5,"Really nice shoes, they look better then I",Ted,,TRUE
"03 6, 2016",1457222400,A2TAZSP9G35SNC,,B000JOOR7O,";.+*:+.;.+*:+.;.+*:+.;.+*:+.Cool shoes My size is 24.5cm(US 7.5 or 8). I bought women 8.5 this time. They are very comfortable.
Now I'm an evil Sith Lord!
o:++:oo:++:oo:++:oo:++:oo:++:o","{'Size:': ' 8.5 B(M) US Women / 7 D(M) US Men', 'Color:': ' Black'}",5,Minako chan,Amazon Customer,,TRUE
"03 6, 2016",1457222400,AGDTIDALIOX23,,B000JOOR7O,"When breaking them in, they did cut the back of my feet. After the initial breaking-in, they were fine. Looks great, very pleased with the purchase.","{'Size:': ' 6 D(M) US', 'Color:': ' Black/Black'}",4,"Pleased with the purchase. Takes some breaking in, but very comfortable afterwards.",Amazon Customer,,TRUE
"03 5, 2016",1457136000,A1OZ85T8BJTC2A,,B000JOOR7O,nice,"{'Size:': ' 13 B(M) US Women / 11.5 D(M) US Men', 'Color:': ' Black/Black Canvas'}",4,Four Stars,Myron Trego,,TRUE
"03 4, 2016",1457049600,A3IM9LGNUWN67C,,B000JOOR7O,"I love Vans slip-ons, but note that these come in MEN sizing.","{'Size:': ' mens 8 / womens 9.5', 'Color:': ' Black'}",4,Back at it again!,Kimberly N.,,TRUE
"03 2, 2016",1456876800,A3EI4V5KNX5N8M,,B000JOOR7O,My kid loves em and they fit great!,"{'Size:': ' 8 US Men / 9.5 US Women', 'Color:': ' Black/Pewter Checkerboard'}",5,Five Stars,sarita c bonner,,TRUE
"03 2, 2016",1456876800,AUPD0G7ZJX1BR,,B000JOOR7O,"love the shoe, just ordered the men's size and not the womens...can't find a womens 9 anywhere",,2,Two Stars,Carrie Gorrell,,TRUE
"03 2, 2016",1456876800,AULBK9ORB6FQ,,B000JOOR7O,A great casual shoe.,"{'Size:': ' 10.5 D(M) US', 'Color:': ' Grey'}",5,A great casual shoe,nodice,,TRUE
"03 1, 2016",1456790400,A2ESWIFOJL0MR7,,B000JOOR7O,Vans are a great shoe. Fit was perfect and the comfort was great.,"{'Size:': "" Men's 5.5, Women's 7 Medium"", 'Color:': ' Navy'}",5,Five Stars,jeremy,,TRUE
"03 1, 2016",1456790400,A2YXZ3M6QOC5CA,['https://images-na.ssl-images-amazon.com/images/I/71shRvVY5ZL._SY88.jpg'],B000JOOR7O,Because vans mold to ur feet it's best to get a half size smaller in my opinion . Always a classic shoe. Love it,"{'Size:': ' 8.5 B(M) US Women / 7 D(M) US Men', 'Color:': ' Black/Black'}",5,Because vans mold to ur feet it's best to get a half size smaller in my opinion,Boim,6,TRUE
"02 29, 2016",1456704000,A1XPIRY4F7WAIC,,B000JOOR7O,Their Vans....,"{'Size:': ' 11.0 Men/ 12.5 Women', 'Color:': ' Charcoal'}",5,Five Stars,Tsunami1,,TRUE
"02 28, 2016",1456617600,A6CECJIHSTIL5,,B000JOOR7O,Absolutely love them! Fit just as I thought they would (I went off of the size I already had). And they were the cheapest I had found them anywhere!,"{'Size:': "" Men's 4.5, Women's 6 Medium"", 'Color:': ' True White (Canvas)'}",5,Purchase these NOW! :),Allison Reid,,FALSE
"02 26, 2016",1456444800,AMPZG1JN1ZR8I,,B000JOOR7O,Perfect! Flawless shoes,"{'Size:': ' 11.0 Men/ 12.5 Women', 'Color:': ' Navy'}",5,Five Stars,Araceli,,TRUE
